ID_verbatim_long	ID_verbatim_short	ID_Respondent	Question	Verbatim	CODE-h1	#Words
R_3CVIcUhQ6YkCuGEQ14	V284	R_3CVIcUhQ6YkCuGE	Q14	Sometimes, even the editor is not reliable. During peer-review, I have pointed out a clear academic misconduct from the authors in that paper. The editor igonores and accept the paper been published.  Very funny.	Editors are reluctant to correct	35
R_1Id5XRRuliPXW00Q14	V163	R_1Id5XRRuliPXW00	Q14	the "higher ranked " the journal the harder it is to get the editor to act on a comment that corrects a paper that journal published. The time lag involved makes the whole process nowdays somewhat useless and Peerpub maybe a better way	Editors are reluctant to correct	43
R_2fscB000PSlhYbEQ14	V23	R_2fscB000PSlhYbE	Q14	The experience I had for the found error which I took action is actually quite dissapointing. I have found an error published in my topic in very prestigous RSC journal and wrote that this is wrong and defies even secondary school knowledge.  I was asked to provide evidence. I did calculations and showed that when done properly the whole basis of the paper are void.  However despite my further inquires editoral board decided to do nothing.  I also wrote to the author but he ignored my emails The problem was that one of the author of the paper was an emminent American professor - I guess no one wanted to challenge him despite evident problem of the paper.	Editors are reluctant to correct	121
R_2f3bpHes9fifCTIQ14	V285	R_2f3bpHes9fifCTI	Q14	The identification and correction of errors in published literature is a field that needs much mor e attention and improvement.  My experience is very mixed. It ranges from publishing detailed corrections to ignoring the issue.  I recently corresponded with an editor of a high impact journal about a paper with numerous blatant and obvious errors. The answer was that my h-factor is below that of the reviewers and therefore no action needs to be done.	Editors are reluctant to correct	77
R_3oAEf7Ka0yehIOSQ14	V286	R_3oAEf7Ka0yehIOS	Q14	We found an error in an paper ca 2 years after publication. The error was related to experimental methodology. We spent significant amount of work (ca. half a postdoc year) to understand its origin, and to correct it. We finally submitted a Erratum to the journal of the original paper (a very renowned journal), but the Editor has been extremely reluctant to publish it. It is "accepted" by now after 3 rounds with the original referees, but is still not published.	Editors are reluctant to correct	81
R_28UIXMIR7xOJ3bcQ14	V170	R_28UIXMIR7xOJ3bc	Q14	We sent the letter to Editor of Science Advances but the paper we questioned and flagged for error stays published	Editors are reluctant to correct	20
R_2pL9dWAIlJXZDO3Q14	V55	R_2pL9dWAIlJXZDO3	Q14	Journal editors need to make sure papers sent out to peer review are good enough to get to that stage. Authors need to stop sending rejected papers to the next journal down their list without improving them or acting on comments made by reviewers/editors at the peer review stage. I have witnessed this as I have peer reviewed (and rejected) the same paper twice from different journals/publishers. Institutions need to stop paying authors bonuses just for publishing more papers - it needs to be about quallity and not quantitiy. Certain open access publishers need to improve their peer review processes.	editors as gatekeepers	100
R_2XoN1UmqujQcmJPQ14	V13	R_2XoN1UmqujQcmJP	Q14	1. In the case I mentioned where I knew the authors it can be challenging to raise concerns - their similar errors (in Nature, Chemistry of Materials, Chemical Communications) were made in good faith, and in my view should have been queried by reviewers. I felt it difficult to formally publish a direct refutation of their work. To do this properly would have entailed months of effort to replicate their analysis on similar samples. I raised it with the authors, but they were somewhat in denial. I my view they should have corrected their works.  2. In another case where I did not know the authors and where we had been working on the same system, it was much easier to publish a firm refutation of their work (simultaneously done by others also). That case was also revealing because the reviewers of the erroneous paper had queried the results (the reviews were included in the publication), but the authors had managed to get away with a half-hearted response (again the authors had not acted fraudulently, but were sure of their results). I my view the editor should have acted here.  3. I recently was asked to review a paper which was a direct refutation of work by a group that I know of (but no collaborative contact). In this case I felt that the refuting paper was too direct and certain in its criticism because the experiments conducted were not identical to those in the original paper, and noted my concerns to the editor - I felt that the editor should have toned down the refuting paper with caveats, although some were introduced following my review.	editors must play referees	278
R_3CAWHSvDkbHiNPYQ14	V289	R_3CAWHSvDkbHiNPY	Q14	If I do not agree with the reviewer, then I should not be afraid to say that his assumptions are wrong and I want to stay with my first interpretation of the results. And the editor from the journal should check who is right and possibly ask another reviewer for their opinion on this matter, and not reject the publication based only on reviewer statement. If the authors are afraid to defy the reviewer lest their paper be rejected, they will tend to misinterpret their results.	editors must play referees	86
R_31QrCkTQgZMKgLOQ14	V291	R_31QrCkTQgZMKgLO	Q14	In my reviewer role, I have sometimes (rarely, I shall confess) encountered errors that could be deemed voluntary and I have always reported them to the authors and to the editors in charge. I must confess that I have not tracked the authors to see if the faulty paper was eventually published somewhere with the error(s).  It also happens that I have been a journal executive editor and confronted to fraudulent practices (double submission or data manipulation, brought to my attention by reviewers or "whistleblowers"). In all instance  we have collectively investigated thoroughly the cases, with a few experts, and came to sanctions (ban from submitting in the journal, paper retraction).  Such experiences are clearly not pleasant, but necessary for the sake of science itself, so that we try to do it as cleanly as possible, keeping to the facts as much as we can. And this can be puzzling, as some fraudulent behaviors are let's say, original and difficult to explain in how they can technically come.	editors must play referees	171
R_sIohQ8Mz6Ph4hrzQ14	V292	R_sIohQ8Mz6Ph4hrz	Q14	I believe that communication between scientists and specialists, including through scientific publications, is important for the development of world science. Human progress depends on the level of knowledge, culture, creativity. In my opinion, politics negatively affects the general trend in science. The professionalism and high qualifications of reviewers and editorial teams are important for eliminating errors in scientific literature.	Editors should be highly qualified	59
R_QhTkqyniXV0uzdvQ14	V124	R_QhTkqyniXV0uzdv	Q14	Cool project!    I applied a pretty simple statistical check to published data in some papers and found a result that was extremely unlikely to occur by chance. I emailed the corresponding author on the paper, but they didn't reply to me.  I currently use this paper as a bad example in a class about scientific publishing and scientific ethics.  The paper has never been corrected or retracted.	Educational, instructive, learning experience	72
R_8AHMzNLP6YjX4DDQ10_Auth_4_TEXT	V295	R_8AHMzNLP6YjX4DD	Q10_Auth_4_TEXT	Highlighting the problem makes aware about the complexity of the subject.	Educational, instructive, learning experience	11
R_1nZ0ZieA1Mn9wQqQ3_notAuth_10_TEXT	V299	R_1nZ0ZieA1Mn9wQq	Q3_notAuth_10_TEXT	Is was a learning experience in a case study.	Educational, instructive, learning experience	9
R_2YQbZLiROpQCp6kQ3_notAuth_10_TEXT	V301	R_2YQbZLiROpQCp6k	Q3_notAuth_10_TEXT	It was a valuable training tool to highlight that errors happen and that science evolves. That the literature is not infallible.	Educational, instructive, learning experience	21
R_2OPbSBHbjOzIQwpQ3_notAuth_10_TEXT	V302	R_2OPbSBHbjOzIQwp	Q3_notAuth_10_TEXT	It was minor errors. Science is also advancing from errors. Error is not just negative	Educational, instructive, learning experience	15
R_1FRHRNjvfDlq4SqQ3_notAuth_10_TEXT	V303	R_1FRHRNjvfDlq4Sq	Q3_notAuth_10_TEXT	It was pedagogically instructive to show how misunderstandings of phenomena can lead to egregious errors (even in published papers).	Educational, instructive, learning experience	19
R_1JK37nSxbLGSV5VQ3_notAuth_10_TEXT	V305	R_1JK37nSxbLGSV5V	Q3_notAuth_10_TEXT	Mistakes can happen. Unless they are severe or on purpose, it is important to educate on mistakes to avoid them in the future.	Educational, instructive, learning experience	23
R_1r0Qdv9NdZjv5qcQ3_notAuth_10_TEXT	V308	R_1r0Qdv9NdZjv5qc	Q3_notAuth_10_TEXT	So they could better interpret their data in the futur	Educational, instructive, learning experience	10
R_6lOoJR7sC9G5xtvQ3_notAuth_10_TEXT	V309	R_6lOoJR7sC9G5xtv	Q3_notAuth_10_TEXT	Teach a critical approach	Educational, instructive, learning experience	4
R_1hARiuE4BdCeLjUQ2_notAuth_15_TEXT	V260	R_1hARiuE4BdCeLjU	Q2_notAuth_15_TEXT	This happens so frequently in my field, that it depends on the type/number/extent/severity of error(s) how I react. In fact, due to the incredible frequency of such (intended or unintended) errors, I give now courses in 'good scientific practice'.	Educational, instructive, learning experience	39
R_2uOQIIUHMbigUpTQ3_notAuth_10_TEXT	V311	R_2uOQIIUHMbigUpT	Q3_notAuth_10_TEXT	To encourage critical thinking when reading a paper	Educational, instructive, learning experience	8
R_1dt25T526xHNYrRQ10_Auth_4_TEXT	V312	R_1dt25T526xHNYrR	Q10_Auth_4_TEXT	To improve self. Many times too many overlapping revisions, lead to lapses and provide scopes to have errors being left in the presentations. Once a an article gets rejected from several journals the interest goes down in publishing the same and there may remain overlooked aspects. That are corrected through redefining new systems, in fact making mistakes educate one to make better and error free presentations.	Educational, instructive, learning experience	66
R_3pqW4EP4yaFed8DQ10_Auth_4_TEXT	V313	R_3pqW4EP4yaFed8D	Q10_Auth_4_TEXT	to make an example	Educational, instructive, learning experience	4
R_a5WnpSMrXdWQWZPQ14	V34	R_a5WnpSMrXdWQWZP	Q14	-Perform a control experiment to disprove other’s errors -don’t be afraid to correct your own unintentional error. Often it is ‘voortschrijdend inzicht’	Error demonstrated by a failed replication	22
R_6s20KOcwzyYAZyNQ14	V318	R_6s20KOcwzyYAZyN	Q14	Giving away from the "breakthrough" obsession would help, as errors are mainly corrected by repeating experiments	Error demonstrated by a failed replication	16
R_2zoOGWBUwZPHIAbQ2_notAuth_15_TEXT	V319	R_2zoOGWBUwZPHIAb	Q2_notAuth_15_TEXT	I set up research to prove it wrong.	Error demonstrated by a failed replication	8
R_3qfys4VT31RdiIeQ14	V519	R_3qfys4VT31RdiIe	Q14	I think science corrects itself, and paper results that are not replicated become irrelevant. Reader of research papers should know that the science described in those papers is not settled fully, and that only after replication by other labs or from other branches of science, ideas and theories become  accepted to be correct at least about 90% and then to be written in textbooks where most of the stuff is correct.	Error demonstrated by a failed replication	72
R_2PCfkAwfItEMx6SQ2_notAuth_15_TEXT	V321	R_2PCfkAwfItEMx6S	Q2_notAuth_15_TEXT	Repeated part of the work and did experiments to show why there was an error in the paper.	Error demonstrated by a failed replication	18
R_1Ov2jbt47tGmCGFQ2_notAuth_15_TEXT	V322	R_1Ov2jbt47tGmCGF	Q2_notAuth_15_TEXT	Started reproducing the experiments in order to examine how the authors arrived at their erroneous conclusions.	Error demonstrated by a failed replication	16
R_PRhINXaQKBpG2GJQ14	V323	R_PRhINXaQKBpG2GJ	Q14	I tried to performe complementary experiments to demonstrate the mistakes	error demonstrated by additional or complementary experiments	10
R_3qpNMKkTcNze3kPQ3_notAuth_10_TEXT	V324	R_3qpNMKkTcNze3kP	Q3_notAuth_10_TEXT	Our experiment simply proved the literature wrong	error demonstrated by additional or complementary experiments	7
R_3imy8i8vRV2hyuiQ2_notAuth_15_TEXT	V325	R_3imy8i8vRV2hyui	Q2_notAuth_15_TEXT	Performed a different study tackling the problem from a complementary direction.	error demonstrated by additional or complementary experiments	11
R_1dt25T526xHNYrRQ9_Auth_14_TEXT	V203	R_1dt25T526xHNYrR	Q9_Auth_14_TEXT	put up efforts in subsequent follow up works to overcome the limitations; and also corrected through follow ups on the aspects due to which such an error occurred.	error demonstrated by additional or complementary experiments	28
R_3DiFp5nNZq9WVO8Q14	V446	R_3DiFp5nNZq9WVO8	Q14	As human being, we commit errors, which should be somehow corrected by peer reviewing, so basically the more are the reviews the more accurate should be the result. On the other hand, one has to face even the ego (either of the reviewers or of the authors), which doesn't allow to accept your own mistakes and correct properly. At last, there is the problem of human relationships, to have friends in a community, to dare to contradict or not authoritative figures... Those are biases that propagate errors. To conclude, I do believe that double blind peer reviewing may help to solve many of these problems, but it is rarely applied by journals, for many reasons which is not the case to discuss here.	Errors are part of the scientific process	123
R_OB8Ud0jjqE23XDrQ14	V411	R_OB8Ud0jjqE23XDr	Q14	Errors are ok and happen. I'm not worried about errors. The problem is intentional misdirection, data falsification or negligent scientific practices leading to trash results. The bibliography is full of these. Very little can actually be trusted.	Errors are part of the scientific process	37
R_38ZAGCwBHNGffkBQ14	V523	R_38ZAGCwBHNGffkB	Q14	Errors will occur even with careful and conscientious workers. The scientific community should accept this and provided errors are reported and corrected promptly and openly, there should be no criticism of the authors.	Errors are part of the scientific process	33
R_2zBjgeV48nCYLsjQ14	V72	R_2zBjgeV48nCYLsj	Q14	From my point of view, peer review process is very important. It allowed me to point several errors in papers from others, and vice versa! Corrections before publications have no real consequences for the author (everybody can do a mistake) and the community (no propagation of wrong conclusions).	Errors are part of the scientific process	48
R_3fHGQYJr67mH9KGQ14	V271	R_3fHGQYJr67mH9KG	Q14	Generally this has become more difficult as journals obsess over citations and papers which correct prior work are not exciting ...  The pressure on early career staff to publish 'exciting'work is massive.  My first independent paper was a reinvestigation which corrected over 15 papers where any impurity resulted in misassignment.  I doubt the journal concerned would accept it these days.  The self correcting nature of science is genuinely endangered.  I have experienced difficulty publishing results which disagreed with prior work..journal editors are nervous.  On one occasion I received personal abuse from an author whose work I demonstrated was flawed..  Good luck with the study...I would hazard a guess which area of science is most problematic...	Errors are part of the scientific process	122
R_1hGvlpLVTnvtRY8Q14	V39	R_1hGvlpLVTnvtRY8	Q14	I believe that many of the errors are genuine and without the intention to falsify or promote results. In these cases a peer reviewing mechanism to retract (with grace) or correct online the error should apply. When it is intentional no measure is enough! It should be judged as usual crimes of this level.	Errors are part of the scientific process	54
R_1pT06k4TaodyHhgQ14	V30	R_1pT06k4TaodyHhg	Q14	I believe that severe penalty is not good because it results in covering up errors. Instead it is important to acknowledge that everyone makes mistakes and to create a consensus that correction is a good thing because it improves the quality of the paper. On the other hand, it is important for the author to check for errors before submission. The essence of the problem seems that impact factor and the number of papers are now too directly linked to researchers' promotion and obtaining research funding. I believe that the only way to reduce this excessive competition is to increase the quality of the entire community by reducing the number of PhDs by making the review process for each one more precise and rigorous. However, this may not be a realistic solution.	Errors are part of the scientific process	132
R_1pT06k4TaodyHhgQ14	V30	R_1pT06k4TaodyHhg	Q14	I believe that severe penalty is not good because it results in covering up errors. Instead it is important to acknowledge that everyone makes mistakes and to create a consensus that correction is a good thing because it improves the quality of the paper. On the other hand, it is important for the author to check for errors before submission. The essence of the problem seems that impact factor and the number of papers are now too directly linked to researchers' promotion and obtaining research funding. I believe that the only way to reduce this excessive competition is to increase the quality of the entire community by reducing the number of PhDs by making the review process for each one more precise and rigorous. However, this may not be a realistic solution.	Errors are part of the scientific process	132
R_27ffPJbNAAVhFafQ14	V35	R_27ffPJbNAAVhFaf	Q14	I have found many times errors in articles already published in well-known journals. I think no one is perfect that is why I try always to check and recheck my manuscripts before submitting them. I think the scientific community should be able to correct articles even if they are already published.	Errors are part of the scientific process	51
R_2duwZWuaEBnG73rQ14	V53	R_2duwZWuaEBnG73r	Q14	I think I disagree with the thesis that science fails to correct itself. Possibly not on the timescale that we would like, but important faulty papers will fall through as people will try to use the science. Those not discovered, maybe it does not matter, because the paper is not important enough. In any case, any natural system will contain errors, only in theory errors may not exist.  Could we distinguish three types of errors, as a suggestion? 1) Honest interpretation errors, 2) political errors, and 3) commercial errors, although a single error may simultaneously fall within multiple categories.  1) We're all fallible and it happens that we overlook things, unfortunate but it is part of the deal  2) For example careerists that need to publish high impact and make up stories, so here there is a clear intent to produce faulty science (or to be negligent at the least) for their own gain (these are the ones we tend to see, because they fall hard if discovered and they cause the largest damage to the respect for science of the general public)  3) It bothers me that many new journals (open access...???) demand very short review times and basically depend on high article throughput. They publish whatever, even if the review is negative (from my own experience). The open access model is more prone to this type of commercial push it through without proper review error than the older journals, because more papers = more profit. This fashion of quick review should be really ditched! Science should stay away from HOT, FAST and fashionable; that's a breeding ground of errors (categories 1, 2, and 3!!). Papers can be published right away on a preprint server, which should SUPPORT solid and proper review for the final official paper as a serious added value for a journal.	Errors are part of the scientific process	310
R_2duwZWuaEBnG73rQ14	V53	R_2duwZWuaEBnG73r	Q14	I think I disagree with the thesis that science fails to correct itself. Possibly not on the timescale that we would like, but important faulty papers will fall through as people will try to use the science. Those not discovered, maybe it does not matter, because the paper is not important enough. In any case, any natural system will contain errors, only in theory errors may not exist.  Could we distinguish three types of errors, as a suggestion? 1) Honest interpretation errors, 2) political errors, and 3) commercial errors, although a single error may simultaneously fall within multiple categories.  1) We're all fallible and it happens that we overlook things, unfortunate but it is part of the deal  2) For example careerists that need to publish high impact and make up stories, so here there is a clear intent to produce faulty science (or to be negligent at the least) for their own gain (these are the ones we tend to see, because they fall hard if discovered and they cause the largest damage to the respect for science of the general public)  3) It bothers me that many new journals (open access...???) demand very short review times and basically depend on high article throughput. They publish whatever, even if the review is negative (from my own experience). The open access model is more prone to this type of commercial push it through without proper review error than the older journals, because more papers = more profit. This fashion of quick review should be really ditched! Science should stay away from HOT, FAST and fashionable; that's a breeding ground of errors (categories 1, 2, and 3!!). Papers can be published right away on a preprint server, which should SUPPORT solid and proper review for the final official paper as a serious added value for a journal.	Errors are part of the scientific process	310
R_2duwZWuaEBnG73rQ14	V53	R_2duwZWuaEBnG73r	Q14	I think I disagree with the thesis that science fails to correct itself. Possibly not on the timescale that we would like, but important faulty papers will fall through as people will try to use the science. Those not discovered, maybe it does not matter, because the paper is not important enough. In any case, any natural system will contain errors, only in theory errors may not exist.  Could we distinguish three types of errors, as a suggestion? 1) Honest interpretation errors, 2) political errors, and 3) commercial errors, although a single error may simultaneously fall within multiple categories.  1) We're all fallible and it happens that we overlook things, unfortunate but it is part of the deal  2) For example careerists that need to publish high impact and make up stories, so here there is a clear intent to produce faulty science (or to be negligent at the least) for their own gain (these are the ones we tend to see, because they fall hard if discovered and they cause the largest damage to the respect for science of the general public)  3) It bothers me that many new journals (open access...???) demand very short review times and basically depend on high article throughput. They publish whatever, even if the review is negative (from my own experience). The open access model is more prone to this type of commercial push it through without proper review error than the older journals, because more papers = more profit. This fashion of quick review should be really ditched! Science should stay away from HOT, FAST and fashionable; that's a breeding ground of errors (categories 1, 2, and 3!!). Papers can be published right away on a preprint server, which should SUPPORT solid and proper review for the final official paper as a serious added value for a journal.	Errors are part of the scientific process	310
R_3qpsMyaIrUvdaSTQ14	V36	R_3qpsMyaIrUvdaST	Q14	I think that the inhibition threshold to correct one's own errors in scientific publications must be lowered. I often have the impression that errors found by external scientists are often communicated arrogantly to the authors. However, everyone makes mistakes.	Errors are part of the scientific process	39
R_2vccBAzhQ43Lu9rQ14	V191	R_2vccBAzhQ43Lu9r	Q14	I've been working in the field for 40+ years and have 160+ papers.  In two cases I drew conclusions from (properly done) simulations that turned out to the incorrect based on a deeper theoretical analysis. I coauthored follow-up papers and review articles correcting the errors, the field was improved, and don't believe it hurt my career.	Errors are part of the scientific process	57
R_2EcnjTknpq9iRW9Q3_notAuth_10_TEXT	V524	R_2EcnjTknpq9iRW9	Q3_notAuth_10_TEXT	If I can add another comments, one should really pay attention when you unravelled an error in a paper. I think kindness should be used, also when you mentioned this error in one of your own paper it should be done in a diplomatic way. Everyone could make one error.	Errors are part of the scientific process	50
R_3s1i1NjXOb7cS2aQ14	V525	R_3s1i1NjXOb7cS2a	Q14	Isn't the following sentence biased?  We are conducting this study as part of the NanoBubbles project (ERC funded) which investigates how, when and why science fails to correct itself.  I miss the 'wich investigates IF science fails to correct itself'.  My PhD advisor always said: "if you have never published an erratum in your scientific career, you are either doing boring science, or you are a bad scientist."	Errors are part of the scientific process	71
R_1GW7CH6RBKz128MQ14	V277	R_1GW7CH6RBKz128M	Q14	Journal editors do not seem to like admitting errors from their leading authors. While those authors mostly generate excellent work, they can make mistakes too.  It is hard to convince editors to consider publications that contradict previous articles published by those leading authors	Errors are part of the scientific process	44
R_1JK37nSxbLGSV5VQ3_notAuth_10_TEXT	V305	R_1JK37nSxbLGSV5V	Q3_notAuth_10_TEXT	Mistakes can happen. Unless they are severe or on purpose, it is important to educate on mistakes to avoid them in the future.	Errors are part of the scientific process	23
R_3O17ESA1zRkGEL8Q14	V453	R_3O17ESA1zRkGEL8	Q14	There are many unintentional errors that creep into work, or not even errors but places where we over-rationalize our own work and excuse (or don't even notice) deficiencies in our work. I'm always very appreciative when reviewers point out such issues in my manuscripts and I have the chance to consider and correct them. I try to pay that forward in my own reviewing work, where I try to take a respectful but critical eye to the papers that cross my desk, and don't just give them the 1 or 2 hour quick glance.   However, I feel that today's science doesn't reward correctness or thoroughness. We are all pushed to publish as many papers as possible, as quickly as possible, and preferably as flashy as possible (so they will be highly cited and put into well-regarded journals). This pressure not only encourages us to ignore (or take the time to correct) weaknesses in our own work, but also puts the average faculty member under tremendous time pressure, such that other service duties fundamental to science (rigorous and meaningful peer review, for example) are given short shrift.   Mistakes, disagreements, corrections, retractions, etc., are all fundamental to science and should be taken as such. Instead, we have poorly aligned incentives, and often adversarial relationships with the pubpeers and retractionwatches of the world. It's difficult to know how academic society should respond to these concerns, but in general in the few times I've been motivated to speak up regarding concerns about scientific correctness, I try to give the benefit of the doubt (I have been proven wrong by the authors of a "mistaken" paper before!). I think more rigor and more humility on the sides of both authors and reviewers is needed to keep scientific literature on a path to correctness.	Errors are part of the scientific process	302
R_1KqkdIAguQt4qVfQ3_notAuth_10_TEXT	V236	R_1KqkdIAguQt4qVf	Q3_notAuth_10_TEXT	We all make mistakes. Just wanted authors to correct themselves	Errors are part of the scientific process	10
R_3e3JcckEOscKXMxQ3_notAuth_10_TEXT	V317	R_3e3JcckEOscKXMx	Q3_notAuth_10_TEXT	When I find minor errors in publications, I prefer to mention these things as examples in lectures rather than to inform editors and authors. I consider making errors as part of the scientific method. In this sense, I think it is also an educational apsect to mention errors in publications to students. Not to motivate them not to take care but rather to explain them that one should not be too afraid of making mistakes. Of course, I would discuss major errors with the authors or mention these errors in own publications in order to correct them by making a counter statement. Minor errors, however, I tend to ignore.	Errors are part of the scientific process	109
R_3e3JcckEOscKXMxQ3_notAuth_10_TEXT	V317	R_3e3JcckEOscKXMx	Q3_notAuth_10_TEXT	When I find minor errors in publications, I prefer to mention these things as examples in lectures rather than to inform editors and authors. I consider making errors as part of the scientific method. In this sense, I think it is also an educational apsect to mention errors in publications to students. Not to motivate them not to take care but rather to explain them that one should not be too afraid of making mistakes. Of course, I would discuss major errors with the authors or mention these errors in own publications in order to correct them by making a counter statement. Minor errors, however, I tend to ignore.	Errors are part of the scientific process	109
R_2rTpcsH6YYOM3bfQ14	V326	R_2rTpcsH6YYOM3bf	Q14	I know cases where the copy-editing process introduced huge errors. The authors were forced to retract the paper as if the mistakes were theirs. The journal should have acknowledged the error was on their side on the retraction notice, but they did not.  My point is that there is not only a responsibility for the authors to acknowledge and correct scientific errors but also for the journals.	Errors introduced or not corrected during proofs checking or copy-editing process	68
R_A6ZkpsOksUmQKkNQ14	V19	R_A6ZkpsOksUmQKkN	Q14	Manuscript editing at journals is getting very lax.  After receiving a galley proof for a paper I published at [ANONYMISED]., I sent back a rather long list of corrections.  Most of them were minor formatting issues,e.g., my symbol fonts had been changed to regular font.  The journal corrected only a subset of the issues, and published the paper.  I had to submit a second set of corrections.  Peer review seems to be getting more lax.  I have a colleague who has made a career out of publishing a theory that is demonstrably wrong.  When his publications were in minor journals, I tried to correct the problem in private discussions with the colleague.  He ignored most of my suggestions, and gradually began publishing in more prestigious journals, e.g., Science Advances, Biophysical Chem.  I then wrote a whole manuscript (which was published in [ANONYMISED]) debunking his theory.  He is still publishing, and was recently selected to give the "[ANONYMISED]" featured lecture at the [ANONYMISED] Summit this month in [ANONYMISED].  If peer reviewers took their job seriously, they would have seen the fallacies in his arguments, interpretations, and conclusions, and never published these papers.  I fear that readers who are unskilled in biophysical chemistry are being led astray by this author's hypotheses regarding bioenergetics.	Errors introduced or not corrected during proofs checking or copy-editing process	223
R_3qfys4VT31RdiIeQ4_notAuth_8_TEXT	V328	R_3qfys4VT31RdiIe	Q4_notAuth_8_TEXT	errors will be fixed by other reports in the future, that is why paper contents are not on textbooks yet	Errors will be corrected in future works	20
R_3PbkZXivkImuAwkQ10_Auth_4_TEXT	V330	R_3PbkZXivkImuAwk	Q10_Auth_4_TEXT	A reagent was missed in an experimental prep, which is required for the synthesis to work (though this is a relatively common prep method).	example of error	24
R_3r2sV2wpFCP0BDPQ14	V331	R_3r2sV2wpFCP0BDP	Q14	During the edition, the symbol of arsenic (As) was changed to the preposition as. The scientific names were written in small fonts. Some figures were mixed up.	example of error	27
R_1hS8WgXqegTxNzyQ10_Auth_4_TEXT	V333	R_1hS8WgXqegTxNzy	Q10_Auth_4_TEXT	I forgot to cite work related to this work, and corrected that	example of error	12
R_2ffm4b69kNcc7rbQ3_notAuth_10_TEXT	V334	R_2ffm4b69kNcc7rb	Q3_notAuth_10_TEXT	In several cases (different papers), the publication had severe scientific flaws, which needed to be corrected. In one case, the chemistry was totally wrong (i.e. a carbon atom with 5 bonds!, beside other issues), in another case, the entire paper/result was nonsense, in another case, the authors claimed that they had been the first to solve a big problem, but had 'overlooked' several papers, where this had been already shown.	example of error	70
R_1q4IfCsUh3GpqOsQ3_notAuth_10_TEXT	V335	R_1q4IfCsUh3GpqOs	Q3_notAuth_10_TEXT	in the concrete case, a premise was overlooked by the authors, which did not render the work false but did not fully allow the authors to draw the conclusions they did, but instead allowed conclusions that were slightly reduced in scope	example of error	41
R_2EcnjTknpq9iRW9Q9_Auth_14_TEXT	V336	R_2EcnjTknpq9iRW9	Q9_Auth_14_TEXT	It was a wrong copy/paste	example of error	5
R_2duwZWuaEBnG73rQ3_notAuth_10_TEXT	V310	R_2duwZWuaEBnG73r	Q3_notAuth_10_TEXT	The error was an astonishing reinvention of the wheel, too plain for the expert not to miss, but surprisingly (re)published nonetheless in a paper with low, but respectable impact factor. The main error was the assumed "newness" of the discovery, so I felt that official actions would be too strong, but it remains an example to convince students to read the literature and be aware of current knowledge	example of error	68
R_2Ed8vqCZ1Wc3d8cQ2_notAuth_15_TEXT	V337	R_2Ed8vqCZ1Wc3d8c	Q2_notAuth_15_TEXT	I noted the problem for my future reference in my reference manager software.	flag in zotero	13
R_2B3W4v2bCr5qAzdQ14	V78	R_2B3W4v2bCr5qAzd	Q14	I would first want to encourage you on the choice of this project. in research, we encountered a highly influential field (attracting 100s of million USD of research funding in the US only over the last decade) where nearly all previous theoretical and experimental work was faulty; some of the errors were obvious and even infuriating. moreover, they were repeatedly done by some of the most famous scientists in my community and published in a decade-long series of papers in journals of the highest profile.  while the series of comments we wrote on these papers had some effect, our experience is that the most important ingredients were missing. those are   1. echoing of our criticism by leading researchers - while countless senior scientists in our community expressed full support in our criticism in private conversations, none had expressed it in public. some used the excuse of "I cannot run after every single error by others", "these scientists are too big to "fall", or simply hinted that they must maintain good relations with those influential researchers that published the faulty results.  2. cooperation from editors - while we had one good experience with one Science editor, our experience with other editors of that journal, as well as editors in other Nature group and ACS journals was that they want to avoid the scandal, or avoid a conflict with senior scientists who published faulty results. one even wrote that "our journal does not publish criticism over earlier work, but instead focuses on high end original research"... in other words, our feeling is that the editors are more committed to the financial success and reputation of their journal (not to mention their professional relations with those shady researchers) rather than to truth...  It is our impression that without these ingredients, the pace of self-correction in science is significantly slowed down, or even abolished altogether.	Funding or financial considerations at stake	316
R_1isU7CiN6L8fTUUQ3_notAuth_10_TEXT	V297	R_1isU7CiN6L8fTUU	Q3_notAuth_10_TEXT	In most cases the only time I "take action" is when reviewing a paper, I will try to point out any vague and unsupported conclusions and ways that the conclusions could be verified in my mind. In the current publishing environment, I am also mindful of the fact that authors are dependent on publications to be able to work (research universities largely treat the research portion as a source of money and the researchers as tenants) and the fact that the manuscript I am reviewing will end up in the literature somewhere no matter what due to the number of places where one can publish. With these in mind, I consider it my "job" (unpaid, and, ironically, usually to put research behind a paywall), to reason with the authors and ask for logical changes that should appeal to them as scientists. When asking for new experiments, I think it is important to make them within the means of the authors, doable on a reasonable timeline, and essential to a conclusion presented in the paper. Unless it affects the entire paper, I will suggest simply removing the conclusion I feel is untenable.   I will also point out issues with data to my students and colleagues when it is important to collaborations or interpretation of our results. I will also sometimes discuss it directly with the authors at a conference is I know them well enough for it to not be confrontational. The main problem is that in most fields including mine, there is not enough data in the manuscript to know for certain which errors are being made. In fact, with current analysis methods this is not likely possible without significant time and money put into the data collection, analysis, storage, and organization methods, but the resources for these types of undertakings are not available in most areas of science, which is, perhaps, the root of the problem.	Funding or financial considerations at stake	319
